Battery_power_mAh,Bluetooh,Speed_of_microprocessor,Dual_sim,Front_camera,4G,Internal_memeory_gb,Mobile_depth,Mobile_weight,Cores_of_processor,Primary_camera,px_height,Pixel_width,Ram_mb,Screen_height,Screen_weight,talk_time,3G,touch_screen,wifi,price_range
638 mAh,No,1.7,Yes,11 pixels,No,27 gb,0.5 cm,102 g,4,17 pixels,1171 ppcm,1383 ppcm,2735 mb,7 cm,2 cm,9,Yes,Yes,No,High cost
852 mAh,No,1.0,Yes,4 pixels,Yes,62 gb,0.7 cm,104 g,7,13 pixels,293 ppcm,1159 ppcm,2253 mb,17 cm,4 cm,7,Yes,Yes,No,Medium cost
1979 mAh,Yes,1.6,Yes,0 pixels,No,32 gb,0.2 cm,165 g,7,1 pixels,833 ppcm,1630 ppcm,452 mb,13 cm,6 cm,14,No,Yes,No,Low cost
710 mAh,Yes,0.5,No,6 pixels,No,32 gb,0.8 cm,151 g,5,9 pixels,485 ppcm,857 ppcm,1419 mb,12 cm,11 cm,18,No,Yes,No,Low cost
1034 mAh,No,2.6,Yes,2 pixels,Yes,45 gb,0.3 cm,190 g,3,4 pixels,182 ppcm,1293 ppcm,969 mb,15 cm,1 cm,7,Yes,No,No,Low cost
600 mAh,No,2.5,Yes,8 pixels,Yes,22 gb,0.1 cm,145 g,1,11 pixels,207 ppcm,1162 ppcm,3441 mb,19 cm,1 cm,5,Yes,No,No,High cost
1027 mAh,No,0.5,No,2 pixels,Yes,64 gb,0.9 cm,103 g,2,7 pixels,1698 ppcm,1747 ppcm,3786 mb,17 cm,12 cm,12,Yes,No,No,Very High cost
1260 mAh,No,0.6,No,5 pixels,Yes,13 gb,1.0 cm,106 g,6,6 pixels,165 ppcm,736 ppcm,2710 mb,13 cm,1 cm,8,Yes,Yes,No,High cost
1793 mAh,No,1.8,Yes,10 pixels,No,12 gb,0.5 cm,169 g,6,17 pixels,1086 ppcm,1418 ppcm,3533 mb,16 cm,14 cm,15,Yes,Yes,Yes,Very High cost
675 mAh,No,2.3,No,10 pixels,No,60 gb,0.9 cm,144 g,5,15 pixels,192 ppcm,757 ppcm,1735 mb,7 cm,0 cm,13,Yes,No,Yes,Low cost
658 mAh,Yes,2.7,No,0 pixels,Yes,12 gb,0.9 cm,103 g,7,3 pixels,1156 ppcm,1750 ppcm,3587 mb,14 cm,11 cm,20,Yes,No,No,Very High cost
1694 mAh,Yes,0.6,No,0 pixels,Yes,34 gb,0.3 cm,102 g,7,7 pixels,377 ppcm,549 ppcm,2298 mb,17 cm,5 cm,2,Yes,Yes,No,High cost
804 mAh,Yes,0.8,Yes,12 pixels,Yes,41 gb,0.9 cm,89 g,1,13 pixels,709 ppcm,818 ppcm,2027 mb,11 cm,5 cm,11,Yes,No,No,Medium cost
1713 mAh,No,2.5,Yes,1 pixels,No,27 gb,0.9 cm,127 g,7,3 pixels,729 ppcm,974 ppcm,2406 mb,13 cm,10 cm,20,Yes,No,Yes,High cost
706 mAh,No,0.5,No,13 pixels,Yes,31 gb,0.1 cm,108 g,3,19 pixels,543 ppcm,938 ppcm,2419 mb,8 cm,7 cm,4,Yes,No,Yes,Medium cost
1362 mAh,No,0.5,No,3 pixels,No,25 gb,0.8 cm,131 g,7,9 pixels,553 ppcm,1505 ppcm,995 mb,7 cm,6 cm,18,No,Yes,Yes,Low cost
1527 mAh,No,2.7,No,10 pixels,Yes,60 gb,0.1 cm,154 g,5,14 pixels,526 ppcm,1116 ppcm,2078 mb,5 cm,3 cm,11,Yes,Yes,Yes,High cost
768 mAh,No,0.5,Yes,0 pixels,No,19 gb,0.9 cm,159 g,2,1 pixels,637 ppcm,991 ppcm,1145 mb,19 cm,1 cm,7,No,No,Yes,Low cost
1314 mAh,No,2.9,Yes,8 pixels,Yes,41 gb,0.1 cm,155 g,4,12 pixels,113 ppcm,577 ppcm,626 mb,10 cm,4 cm,4,Yes,Yes,Yes,Low cost
705 mAh,Yes,0.5,No,5 pixels,Yes,57 gb,0.9 cm,155 g,6,9 pixels,1114 ppcm,1374 ppcm,1509 mb,15 cm,11 cm,18,Yes,Yes,Yes,Medium cost
1403 mAh,No,2.7,No,2 pixels,Yes,26 gb,0.1 cm,164 g,5,3 pixels,461 ppcm,1251 ppcm,3371 mb,13 cm,9 cm,9,Yes,No,Yes,Very High cost
1486 mAh,No,2.6,No,7 pixels,No,52 gb,0.1 cm,85 g,4,15 pixels,1430 ppcm,1747 ppcm,297 mb,13 cm,1 cm,15,No,Yes,No,Low cost
781 mAh,No,1.1,No,2 pixels,No,38 gb,0.4 cm,198 g,5,7 pixels,304 ppcm,1674 ppcm,3508 mb,13 cm,8 cm,5,No,No,Yes,Very High cost
986 mAh,Yes,1.5,No,1 pixels,Yes,23 gb,0.8 cm,183 g,8,3 pixels,471 ppcm,800 ppcm,2385 mb,16 cm,9 cm,19,Yes,No,No,Medium cost
1310 mAh,No,1.4,No,0 pixels,No,33 gb,0.4 cm,105 g,1,14 pixels,806 ppcm,1016 ppcm,1301 mb,13 cm,12 cm,19,No,No,Yes,Medium cost
560 mAh,Yes,2.0,Yes,6 pixels,Yes,57 gb,0.3 cm,81 g,3,12 pixels,80 ppcm,1327 ppcm,2167 mb,11 cm,10 cm,7,Yes,No,Yes,Medium cost
1348 mAh,No,1.3,No,0 pixels,No,43 gb,0.4 cm,116 g,5,6 pixels,204 ppcm,501 ppcm,3914 mb,10 cm,3 cm,8,Yes,No,Yes,Very High cost
1567 mAh,No,0.5,Yes,3 pixels,No,22 gb,0.5 cm,119 g,6,6 pixels,545 ppcm,1621 ppcm,2312 mb,9 cm,1 cm,18,Yes,No,No,High cost
1940 mAh,Yes,0.9,Yes,4 pixels,No,17 gb,0.7 cm,93 g,5,7 pixels,112 ppcm,858 ppcm,2297 mb,14 cm,6 cm,8,No,Yes,No,High cost
1979 mAh,Yes,2.9,Yes,0 pixels,Yes,19 gb,1.0 cm,176 g,3,9 pixels,1331 ppcm,1532 ppcm,411 mb,8 cm,2 cm,2,Yes,Yes,Yes,Low cost
561 mAh,Yes,2.1,Yes,7 pixels,Yes,2 gb,0.1 cm,193 g,3,13 pixels,1055 ppcm,1294 ppcm,665 mb,10 cm,0 cm,4,Yes,Yes,No,Low cost
1717 mAh,Yes,1.3,No,1 pixels,No,62 gb,0.7 cm,130 g,1,3 pixels,609 ppcm,810 ppcm,3226 mb,6 cm,4 cm,5,No,Yes,No,Very High cost
535 mAh,No,1.5,No,1 pixels,Yes,48 gb,0.7 cm,113 g,1,4 pixels,290 ppcm,811 ppcm,740 mb,11 cm,10 cm,18,Yes,Yes,No,Low cost
1413 mAh,No,0.5,Yes,4 pixels,Yes,39 gb,0.1 cm,185 g,5,12 pixels,1039 ppcm,1318 ppcm,3878 mb,19 cm,16 cm,4,Yes,No,No,Very High cost
1358 mAh,No,2.5,Yes,0 pixels,No,20 gb,0.6 cm,135 g,7,0 pixels,1485 ppcm,1655 ppcm,3406 mb,5 cm,1 cm,11,No,No,Yes,Very High cost
1519 mAh,No,2.9,No,2 pixels,No,30 gb,0.7 cm,112 g,7,8 pixels,1122 ppcm,1702 ppcm,2440 mb,9 cm,5 cm,10,Yes,Yes,Yes,High cost
1254 mAh,No,1.2,Yes,2 pixels,No,50 gb,0.7 cm,108 g,5,6 pixels,462 ppcm,1013 ppcm,3959 mb,10 cm,4 cm,17,Yes,Yes,No,Very High cost
1591 mAh,Yes,2.2,No,3 pixels,Yes,49 gb,0.4 cm,154 g,6,7 pixels,1384 ppcm,1883 ppcm,3703 mb,17 cm,6 cm,20,Yes,Yes,No,Very High cost
977 mAh,Yes,2.8,Yes,2 pixels,No,35 gb,0.6 cm,165 g,2,15 pixels,1502 ppcm,1862 ppcm,3714 mb,19 cm,3 cm,10,No,Yes,Yes,Very High cost
1640 mAh,Yes,0.7,No,10 pixels,Yes,21 gb,0.8 cm,169 g,7,14 pixels,589 ppcm,1301 ppcm,337 mb,16 cm,3 cm,5,Yes,Yes,No,Low cost
663 mAh,No,0.8,Yes,0 pixels,No,25 gb,0.6 cm,183 g,2,1 pixels,82 ppcm,1605 ppcm,3176 mb,6 cm,2 cm,2,Yes,No,Yes,High cost
1744 mAh,Yes,1.0,No,1 pixels,Yes,20 gb,0.5 cm,112 g,8,3 pixels,68 ppcm,718 ppcm,1205 mb,18 cm,7 cm,14,Yes,No,No,Medium cost
1624 mAh,No,1.6,Yes,8 pixels,No,28 gb,0.4 cm,150 g,2,10 pixels,689 ppcm,699 ppcm,2473 mb,16 cm,11 cm,2,Yes,No,No,High cost
1108 mAh,Yes,1.3,Yes,14 pixels,Yes,2 gb,0.3 cm,169 g,7,20 pixels,208 ppcm,1742 ppcm,1229 mb,5 cm,3 cm,4,Yes,Yes,No,Low cost
1188 mAh,Yes,1.4,Yes,0 pixels,Yes,9 gb,0.6 cm,114 g,2,0 pixels,1339 ppcm,1558 ppcm,2896 mb,12 cm,11 cm,16,Yes,No,Yes,Very High cost
817 mAh,No,1.3,No,0 pixels,No,11 gb,0.5 cm,144 g,3,11 pixels,722 ppcm,766 ppcm,2039 mb,11 cm,6 cm,19,No,Yes,No,Medium cost
863 mAh,No,1.6,Yes,5 pixels,Yes,6 gb,0.7 cm,133 g,4,13 pixels,717 ppcm,1799 ppcm,520 mb,10 cm,2 cm,18,Yes,No,Yes,Low cost
1397 mAh,No,2.4,Yes,5 pixels,Yes,3 gb,0.2 cm,121 g,3,15 pixels,433 ppcm,1658 ppcm,1378 mb,18 cm,15 cm,4,Yes,Yes,Yes,Medium cost
1108 mAh,No,1.0,No,3 pixels,No,49 gb,0.7 cm,140 g,5,12 pixels,1298 ppcm,1666 ppcm,3254 mb,12 cm,0 cm,16,Yes,No,No,Very High cost
1068 mAh,No,2.0,Yes,1 pixels,Yes,37 gb,0.9 cm,184 g,7,13 pixels,186 ppcm,1998 ppcm,1803 mb,5 cm,4 cm,7,Yes,No,No,Medium cost
1702 mAh,Yes,2.3,No,12 pixels,Yes,52 gb,0.5 cm,145 g,2,15 pixels,1397 ppcm,1491 ppcm,2501 mb,16 cm,12 cm,4,Yes,No,No,Very High cost
808 mAh,No,0.5,Yes,0 pixels,No,8 gb,0.1 cm,192 g,4,1 pixels,618 ppcm,1891 ppcm,3762 mb,15 cm,9 cm,12,Yes,No,Yes,Very High cost
1156 mAh,No,0.5,No,6 pixels,No,61 gb,0.1 cm,89 g,7,9 pixels,1214 ppcm,1262 ppcm,1796 mb,16 cm,6 cm,13,No,Yes,Yes,Medium cost
1271 mAh,No,0.5,Yes,2 pixels,No,54 gb,0.1 cm,159 g,8,3 pixels,613 ppcm,650 ppcm,990 mb,14 cm,11 cm,6,No,Yes,Yes,Low cost
696 mAh,No,0.5,No,6 pixels,No,51 gb,0.3 cm,197 g,3,8 pixels,649 ppcm,907 ppcm,2630 mb,18 cm,8 cm,9,No,No,Yes,Medium cost
1981 mAh,Yes,1.9,Yes,13 pixels,No,45 gb,0.3 cm,175 g,6,18 pixels,193 ppcm,1234 ppcm,1380 mb,10 cm,1 cm,13,No,Yes,No,Medium cost
614 mAh,No,1.7,Yes,0 pixels,Yes,58 gb,0.2 cm,128 g,7,2 pixels,22 ppcm,519 ppcm,3487 mb,15 cm,6 cm,11,Yes,Yes,Yes,High cost
1590 mAh,No,0.6,Yes,0 pixels,No,7 gb,0.3 cm,122 g,3,17 pixels,1464 ppcm,1595 ppcm,1201 mb,12 cm,3 cm,18,Yes,Yes,Yes,Medium cost
1945 mAh,No,1.6,No,4 pixels,No,21 gb,0.7 cm,113 g,3,10 pixels,280 ppcm,895 ppcm,3015 mb,6 cm,1 cm,15,No,No,No,Very High cost
1135 mAh,Yes,2.8,Yes,9 pixels,No,43 gb,0.4 cm,158 g,1,11 pixels,690 ppcm,1589 ppcm,3204 mb,18 cm,13 cm,6,Yes,No,No,Very High cost
1049 mAh,No,0.6,Yes,8 pixels,Yes,2 gb,0.3 cm,172 g,6,10 pixels,39 ppcm,1564 ppcm,433 mb,10 cm,7 cm,6,Yes,No,No,Low cost
1807 mAh,Yes,2.1,No,2 pixels,No,49 gb,0.8 cm,125 g,1,10 pixels,337 ppcm,1384 ppcm,1906 mb,17 cm,13 cm,13,No,Yes,Yes,High cost
984 mAh,Yes,0.5,No,13 pixels,Yes,42 gb,0.8 cm,98 g,7,17 pixels,1036 ppcm,1611 ppcm,898 mb,16 cm,8 cm,13,Yes,Yes,No,Low cost
720 mAh,Yes,1.4,Yes,0 pixels,Yes,61 gb,0.6 cm,96 g,7,8 pixels,1347 ppcm,1733 ppcm,2799 mb,5 cm,3 cm,15,Yes,No,Yes,Very High cost
1536 mAh,No,0.8,No,12 pixels,No,13 gb,0.3 cm,105 g,7,20 pixels,22 ppcm,1634 ppcm,2020 mb,6 cm,0 cm,16,Yes,Yes,No,High cost
771 mAh,Yes,0.5,No,3 pixels,No,25 gb,1.0 cm,86 g,4,6 pixels,327 ppcm,922 ppcm,770 mb,12 cm,1 cm,20,No,Yes,No,Low cost
503 mAh,No,2.5,No,3 pixels,No,57 gb,0.6 cm,185 g,6,11 pixels,778 ppcm,1291 ppcm,305 mb,11 cm,8 cm,16,No,No,Yes,Low cost
675 mAh,No,2.4,No,1 pixels,No,42 gb,0.6 cm,187 g,7,2 pixels,482 ppcm,874 ppcm,2953 mb,9 cm,5 cm,13,Yes,Yes,No,High cost
1936 mAh,Yes,1.9,Yes,13 pixels,Yes,34 gb,0.2 cm,182 g,7,14 pixels,591 ppcm,1089 ppcm,1671 mb,6 cm,1 cm,9,Yes,No,Yes,Medium cost
1303 mAh,No,1.0,Yes,0 pixels,Yes,15 gb,0.1 cm,138 g,3,10 pixels,229 ppcm,1604 ppcm,2574 mb,12 cm,4 cm,14,Yes,Yes,Yes,High cost
1004 mAh,Yes,2.9,Yes,0 pixels,No,35 gb,0.2 cm,141 g,6,9 pixels,901 ppcm,1162 ppcm,3772 mb,17 cm,8 cm,18,No,Yes,Yes,Very High cost
1972 mAh,No,1.2,Yes,0 pixels,No,37 gb,0.7 cm,102 g,2,1 pixels,715 ppcm,1648 ppcm,2870 mb,16 cm,0 cm,17,No,No,No,Very High cost
1822 mAh,No,1.2,No,0 pixels,No,8 gb,0.2 cm,195 g,6,0 pixels,172 ppcm,910 ppcm,2577 mb,9 cm,5 cm,8,Yes,Yes,No,High cost
1159 mAh,Yes,2.8,No,5 pixels,Yes,18 gb,0.5 cm,83 g,1,7 pixels,681 ppcm,723 ppcm,2246 mb,8 cm,1 cm,3,Yes,Yes,No,Medium cost
1782 mAh,Yes,2.8,Yes,6 pixels,Yes,58 gb,0.8 cm,157 g,1,13 pixels,867 ppcm,999 ppcm,2405 mb,15 cm,0 cm,16,Yes,No,Yes,High cost
894 mAh,No,2.1,Yes,16 pixels,No,16 gb,0.7 cm,168 g,8,20 pixels,286 ppcm,1300 ppcm,3377 mb,5 cm,1 cm,6,Yes,Yes,Yes,High cost
1884 mAh,No,2.1,Yes,7 pixels,Yes,43 gb,0.8 cm,185 g,1,18 pixels,451 ppcm,819 ppcm,3619 mb,14 cm,8 cm,7,Yes,Yes,Yes,Very High cost
1648 mAh,Yes,0.5,No,1 pixels,Yes,17 gb,0.9 cm,142 g,2,3 pixels,1119 ppcm,1238 ppcm,1184 mb,6 cm,2 cm,2,Yes,No,Yes,Medium cost
798 mAh,No,2.4,No,5 pixels,No,4 gb,0.2 cm,96 g,3,9 pixels,526 ppcm,643 ppcm,2965 mb,15 cm,7 cm,14,Yes,Yes,No,High cost
802 mAh,Yes,2.4,Yes,1 pixels,No,45 gb,0.8 cm,157 g,3,9 pixels,1299 ppcm,1633 ppcm,3713 mb,8 cm,3 cm,8,No,No,No,Very High cost
1276 mAh,Yes,2.9,Yes,2 pixels,No,53 gb,0.3 cm,130 g,2,3 pixels,217 ppcm,735 ppcm,3798 mb,19 cm,10 cm,8,Yes,Yes,Yes,Very High cost
1331 mAh,Yes,1.6,No,0 pixels,No,16 gb,0.5 cm,165 g,2,7 pixels,1109 ppcm,1226 ppcm,1026 mb,13 cm,5 cm,20,Yes,No,Yes,Medium cost
1620 mAh,No,2.6,Yes,6 pixels,No,5 gb,0.9 cm,186 g,6,18 pixels,434 ppcm,1339 ppcm,1086 mb,18 cm,14 cm,13,Yes,No,No,Medium cost
1996 mAh,No,2.5,No,5 pixels,Yes,51 gb,0.4 cm,122 g,4,9 pixels,671 ppcm,1445 ppcm,2236 mb,8 cm,7 cm,12,Yes,No,Yes,High cost
1092 mAh,No,2.7,Yes,8 pixels,No,45 gb,0.8 cm,185 g,1,10 pixels,1404 ppcm,1424 ppcm,1303 mb,12 cm,3 cm,20,No,Yes,Yes,Medium cost
1018 mAh,Yes,0.7,Yes,7 pixels,No,63 gb,0.1 cm,155 g,5,18 pixels,856 ppcm,883 ppcm,3048 mb,10 cm,3 cm,2,No,No,Yes,High cost
545 mAh,No,0.5,No,0 pixels,Yes,11 gb,0.3 cm,131 g,3,1 pixels,381 ppcm,1452 ppcm,616 mb,15 cm,6 cm,19,Yes,Yes,Yes,Low cost
554 mAh,Yes,1.3,No,0 pixels,No,12 gb,0.1 cm,105 g,6,10 pixels,85 ppcm,806 ppcm,3764 mb,10 cm,7 cm,4,No,Yes,Yes,High cost
1264 mAh,No,2.9,Yes,2 pixels,Yes,34 gb,0.2 cm,171 g,3,3 pixels,562 ppcm,849 ppcm,419 mb,7 cm,4 cm,3,Yes,Yes,Yes,Low cost
1030 mAh,No,1.6,Yes,3 pixels,Yes,58 gb,0.2 cm,138 g,6,20 pixels,1111 ppcm,1812 ppcm,2858 mb,6 cm,2 cm,18,Yes,Yes,Yes,Very High cost
1432 mAh,Yes,1.7,Yes,6 pixels,Yes,39 gb,0.3 cm,164 g,4,18 pixels,209 ppcm,947 ppcm,504 mb,14 cm,4 cm,10,Yes,Yes,No,Low cost
558 mAh,Yes,2.8,No,1 pixels,Yes,49 gb,0.8 cm,142 g,5,4 pixels,997 ppcm,1605 ppcm,392 mb,10 cm,5 cm,8,Yes,Yes,Yes,Low cost
829 mAh,No,0.5,No,0 pixels,No,56 gb,0.6 cm,129 g,7,1 pixels,91 ppcm,1916 ppcm,820 mb,12 cm,6 cm,11,Yes,No,Yes,Low cost
1741 mAh,Yes,1.8,No,0 pixels,No,14 gb,0.7 cm,143 g,8,0 pixels,730 ppcm,1895 ppcm,3387 mb,11 cm,3 cm,3,Yes,No,No,Very High cost
1849 mAh,Yes,2.3,No,7 pixels,Yes,15 gb,0.4 cm,144 g,5,19 pixels,606 ppcm,1123 ppcm,3447 mb,14 cm,11 cm,19,Yes,No,Yes,Very High cost
733 mAh,No,2.1,No,5 pixels,Yes,7 gb,0.2 cm,174 g,7,10 pixels,445 ppcm,1409 ppcm,1403 mb,15 cm,8 cm,2,Yes,Yes,No,Low cost
1872 mAh,Yes,0.9,Yes,0 pixels,No,16 gb,0.5 cm,80 g,2,2 pixels,286 ppcm,1484 ppcm,2295 mb,15 cm,11 cm,16,No,No,Yes,High cost
1853 mAh,No,0.5,Yes,1 pixels,No,27 gb,0.3 cm,197 g,6,13 pixels,985 ppcm,1005 ppcm,1973 mb,10 cm,2 cm,8,Yes,No,Yes,High cost
1149 mAh,Yes,2.2,No,4 pixels,No,30 gb,0.2 cm,106 g,6,5 pixels,1617 ppcm,1675 ppcm,3755 mb,17 cm,14 cm,8,Yes,No,No,Very High cost
891 mAh,No,0.5,Yes,9 pixels,Yes,25 gb,0.3 cm,196 g,2,19 pixels,375 ppcm,1724 ppcm,2073 mb,7 cm,1 cm,10,Yes,No,Yes,Medium cost
1911 mAh,Yes,2.0,No,7 pixels,Yes,64 gb,0.6 cm,163 g,8,8 pixels,1795 ppcm,1958 ppcm,3872 mb,9 cm,8 cm,11,Yes,Yes,No,Very High cost
550 mAh,Yes,0.5,No,16 pixels,Yes,23 gb,0.1 cm,145 g,2,17 pixels,486 ppcm,1930 ppcm,302 mb,18 cm,5 cm,8,Yes,No,No,Low cost
576 mAh,No,0.8,No,0 pixels,Yes,27 gb,0.1 cm,121 g,2,4 pixels,757 ppcm,1518 ppcm,1519 mb,18 cm,6 cm,8,Yes,No,Yes,Medium cost
1760 mAh,No,1.9,No,1 pixels,Yes,50 gb,0.8 cm,198 g,1,2 pixels,273 ppcm,1704 ppcm,2549 mb,10 cm,8 cm,4,Yes,Yes,No,High cost
969 mAh,No,2.4,No,0 pixels,No,45 gb,0.3 cm,124 g,7,0 pixels,491 ppcm,589 ppcm,404 mb,18 cm,5 cm,19,Yes,No,Yes,Low cost
1160 mAh,No,1.1,No,1 pixels,Yes,63 gb,0.7 cm,166 g,3,2 pixels,762 ppcm,859 ppcm,595 mb,18 cm,4 cm,15,Yes,No,Yes,Low cost
827 mAh,No,1.1,Yes,2 pixels,Yes,18 gb,0.9 cm,160 g,2,16 pixels,448 ppcm,821 ppcm,1663 mb,14 cm,0 cm,17,Yes,Yes,Yes,Low cost
1786 mAh,No,0.5,No,9 pixels,Yes,58 gb,0.7 cm,161 g,7,10 pixels,231 ppcm,1671 ppcm,2764 mb,9 cm,3 cm,7,Yes,Yes,Yes,Very High cost
774 mAh,Yes,0.6,Yes,2 pixels,Yes,8 gb,0.4 cm,136 g,1,4 pixels,1713 ppcm,1865 ppcm,2614 mb,7 cm,0 cm,14,Yes,Yes,Yes,High cost
819 mAh,Yes,2.5,Yes,0 pixels,Yes,11 gb,0.2 cm,83 g,8,1 pixels,438 ppcm,822 ppcm,1094 mb,10 cm,5 cm,15,Yes,No,No,Low cost
1042 mAh,No,2.2,No,15 pixels,Yes,11 gb,0.6 cm,139 g,5,16 pixels,68 ppcm,1018 ppcm,2826 mb,18 cm,0 cm,2,Yes,No,No,High cost
1368 mAh,No,3.0,Yes,10 pixels,No,50 gb,0.2 cm,97 g,7,18 pixels,698 ppcm,829 ppcm,2496 mb,13 cm,6 cm,5,No,Yes,Yes,High cost
1592 mAh,No,2.1,No,6 pixels,Yes,50 gb,0.1 cm,181 g,2,17 pixels,510 ppcm,522 ppcm,2103 mb,19 cm,8 cm,7,Yes,No,No,Medium cost
1067 mAh,No,1.8,Yes,11 pixels,No,14 gb,0.2 cm,146 g,1,15 pixels,965 ppcm,1009 ppcm,966 mb,5 cm,0 cm,13,No,No,Yes,Low cost
1892 mAh,Yes,0.7,No,5 pixels,No,47 gb,0.4 cm,110 g,4,10 pixels,1399 ppcm,1564 ppcm,2172 mb,17 cm,14 cm,3,Yes,Yes,Yes,High cost
915 mAh,No,1.1,No,6 pixels,No,56 gb,0.6 cm,187 g,8,17 pixels,532 ppcm,1448 ppcm,905 mb,19 cm,10 cm,12,No,Yes,No,Low cost
774 mAh,Yes,2.8,No,7 pixels,Yes,55 gb,0.9 cm,124 g,3,18 pixels,8 ppcm,896 ppcm,3916 mb,8 cm,1 cm,12,Yes,Yes,No,Very High cost
1848 mAh,Yes,1.4,Yes,2 pixels,Yes,42 gb,0.7 cm,179 g,2,10 pixels,154 ppcm,605 ppcm,3902 mb,11 cm,9 cm,3,Yes,No,Yes,Very High cost
1501 mAh,No,1.1,No,12 pixels,Yes,2 gb,0.2 cm,187 g,1,15 pixels,198 ppcm,1056 ppcm,2487 mb,13 cm,12 cm,16,Yes,Yes,Yes,High cost
1614 mAh,No,1.9,No,8 pixels,Yes,55 gb,0.3 cm,188 g,3,17 pixels,860 ppcm,1330 ppcm,3914 mb,17 cm,13 cm,13,Yes,No,No,Very High cost
911 mAh,Yes,2.9,No,0 pixels,No,46 gb,0.1 cm,181 g,5,1 pixels,461 ppcm,670 ppcm,363 mb,9 cm,5 cm,17,No,Yes,No,Low cost
1520 mAh,No,0.5,No,1 pixels,Yes,24 gb,0.7 cm,199 g,5,8 pixels,109 ppcm,1909 ppcm,3233 mb,13 cm,3 cm,4,Yes,No,Yes,Very High cost
1647 mAh,No,1.4,Yes,3 pixels,Yes,38 gb,0.3 cm,102 g,6,15 pixels,193 ppcm,1185 ppcm,2532 mb,16 cm,14 cm,15,Yes,No,Yes,High cost
1347 mAh,No,0.9,Yes,8 pixels,Yes,53 gb,0.8 cm,108 g,6,15 pixels,961 ppcm,1008 ppcm,3836 mb,15 cm,3 cm,14,Yes,No,Yes,Very High cost
967 mAh,Yes,1.6,No,4 pixels,No,25 gb,0.6 cm,92 g,8,9 pixels,243 ppcm,1642 ppcm,3076 mb,7 cm,4 cm,18,No,Yes,Yes,High cost
1442 mAh,No,2.2,No,0 pixels,Yes,56 gb,0.7 cm,145 g,5,3 pixels,1626 ppcm,1668 ppcm,1513 mb,11 cm,8 cm,7,Yes,Yes,No,High cost
1204 mAh,Yes,2.6,No,0 pixels,No,10 gb,0.3 cm,199 g,7,3 pixels,480 ppcm,1482 ppcm,1724 mb,11 cm,2 cm,19,Yes,No,No,Medium cost
1320 mAh,No,2.1,Yes,0 pixels,Yes,41 gb,0.6 cm,144 g,7,2 pixels,123 ppcm,1229 ppcm,542 mb,11 cm,1 cm,14,Yes,Yes,No,Low cost
1800 mAh,Yes,0.7,No,2 pixels,Yes,8 gb,0.4 cm,100 g,7,6 pixels,400 ppcm,823 ppcm,3481 mb,10 cm,8 cm,8,Yes,No,Yes,Very High cost
1567 mAh,No,2.1,Yes,3 pixels,No,22 gb,0.8 cm,153 g,3,19 pixels,190 ppcm,1326 ppcm,3991 mb,15 cm,2 cm,10,Yes,No,No,Very High cost
1439 mAh,No,0.9,No,12 pixels,Yes,20 gb,0.8 cm,147 g,1,17 pixels,626 ppcm,932 ppcm,1790 mb,19 cm,12 cm,15,Yes,No,Yes,Medium cost
1422 mAh,No,1.0,No,15 pixels,No,3 gb,0.1 cm,112 g,1,17 pixels,1 ppcm,926 ppcm,509 mb,19 cm,1 cm,3,Yes,Yes,Yes,Low cost
1591 mAh,Yes,2.2,Yes,4 pixels,Yes,52 gb,1.0 cm,161 g,3,16 pixels,548 ppcm,1641 ppcm,282 mb,10 cm,9 cm,14,Yes,Yes,Yes,Low cost
880 mAh,No,1.7,No,2 pixels,No,6 gb,0.6 cm,198 g,4,19 pixels,632 ppcm,660 ppcm,3006 mb,6 cm,4 cm,3,Yes,No,No,High cost
1929 mAh,Yes,0.5,Yes,0 pixels,Yes,19 gb,1.0 cm,163 g,6,2 pixels,349 ppcm,1051 ppcm,1913 mb,12 cm,7 cm,6,Yes,Yes,No,Medium cost
1642 mAh,Yes,1.6,Yes,0 pixels,No,5 gb,0.4 cm,102 g,5,2 pixels,1686 ppcm,1889 ppcm,1333 mb,18 cm,0 cm,2,No,No,Yes,High cost
1511 mAh,No,2.5,Yes,3 pixels,No,21 gb,0.2 cm,114 g,3,18 pixels,1455 ppcm,1982 ppcm,3746 mb,10 cm,0 cm,5,Yes,No,No,Very High cost
1312 mAh,No,1.3,No,5 pixels,Yes,10 gb,0.6 cm,163 g,2,9 pixels,95 ppcm,893 ppcm,3941 mb,6 cm,2 cm,13,Yes,Yes,Yes,Very High cost
1852 mAh,No,1.4,No,4 pixels,Yes,10 gb,0.7 cm,196 g,1,18 pixels,580 ppcm,1163 ppcm,3970 mb,13 cm,1 cm,11,Yes,No,Yes,Very High cost
972 mAh,Yes,1.3,No,8 pixels,No,44 gb,0.7 cm,82 g,7,10 pixels,297 ppcm,589 ppcm,3925 mb,7 cm,6 cm,7,No,Yes,No,Very High cost
691 mAh,Yes,2.7,Yes,4 pixels,Yes,33 gb,0.9 cm,108 g,4,8 pixels,951 ppcm,962 ppcm,424 mb,5 cm,3 cm,15,Yes,Yes,Yes,Low cost
807 mAh,No,0.5,No,9 pixels,No,8 gb,0.3 cm,158 g,5,20 pixels,667 ppcm,697 ppcm,1284 mb,17 cm,13 cm,2,No,Yes,Yes,Low cost
